id,lat,lon,year_mon,geoid
227,37.727936511,-122.371935413,2022-04,06075980600
228,37.78832457,-122.393911345,2023-01,06075061507
229,37.774091304,-122.419997169,2022-07,06075020101
230,37.774091304,-122.419997169,2022-07,06075020101
231,37.788017878,-122.41763497,2024-12,06075012002
232,37.790767998,-122.396202748,2020-03,06075061501
233,37.73165057,-122.446937341,2024-05,06075031100
234,37.7220361,-122.401210137,2024-10,06075025800
235,37.752421188,-122.405338378,2022-09,06075022903
236,37.764104409,-122.421877973,2022-09,06075020201
237,37.781595588,-122.412190669,2023-01,06075012504
238,37.718475863,-122.437317366,2021-07,06075026004
239,37.731716135,-122.388705101,2022-08,06075023200
240,37.784334565,-122.389023649,2021-03,06075061508
241,37.777790309,-122.412834332,2022-02,06075017604
242,37.742573192,-122.421763077,2022-05,06075025300
243,37.78832457,-122.393911345,2023-05,06075061507
244,37.737000579,-122.386500453,2024-03,06075023102
245,37.763558828,-122.49855222,2023-06,06075035101
246,37.775702747,-122.510119118,2024-08,06075047904
247,37.78915316,-122.424612965,2021-01,06075015100
248,37.777107722,-122.423094,2020-03,06075016200
249,37.782051997,-122.393734352,2022-08,06075061502
250,37.78832457,-122.393911345,2022-08,06075061507
251,37.800923343,-122.407362148,2024-11,06075010600
252,37.779767116,-122.408298618,2021-08,06075017602
253,37.763407358,-122.439048936,2021-03,06075017000
254,37.784903682,-122.416234049,2023-10,06075012203
255,37.763052023,-122.509664146,2021-07,06075035202
256,37.774091304,-122.419997169,2022-07,06075020101
257,37.719730225,-122.466704218,2021-11,06075031301
258,37.787027218,-122.394922601,2023-08,06075061503
259,37.779530959,-122.413542707,2023-05,06075017604
260,37.710764689,-122.390792804,2020-05,06075061000
261,37.71568992,-122.45479584,2021-10,06075031402
262,37.754269489,-122.496966378,2022-10,06075035102
263,37.742573192,-122.421763077,2022-02,06075025300
264,37.719105637,-122.454158088,2023-03,06075031202
265,37.77202355,-122.415565558,2023-03,06075017700
266,37.719013286,-122.480443681,2020-06,06075033204
267,37.787027218,-122.394922601,2022-08,06075061503
268,37.777083316,-122.416979514,2022-09,06075012405
269,37.776512817,-122.414966684,2022-08,06075017603
270,37.715591711,-122.407227033,2024-11,06075026402
271,37.723455457,-122.439317597,2024-09,06075026100
272,37.764373209,-122.41747849,2021-03,06075020102
273,37.785736789,-122.389124364,2021-08,06075061508
274,37.789264947,-122.412049085,2023-07,06075012100
275,37.719136184,-122.455184003,2024-02,06075031202
276,37.777922841,-122.469358765,2022-02,06075045201
277,37.751283573,-122.408512518,2021-02,06075022903
278,37.772569619,-122.504681385,2021-10,06075047904
279,37.787027218,-122.394922601,2022-08,06075061503
280,37.759934505,-122.398703844,2021-01,06075022704
281,37.741557161,-122.421183411,2023-02,06075025300
282,37.7723804,-122.508821438,2020-03,06075047904
283,37.741925365,-122.479981753,2022-07,06075033002
284,37.770783955,-122.421596103,2022-11,06075020101
285,37.764104409,-122.421877973,2021-01,06075020201
286,37.777107722,-122.423094,2021-11,06075016200
287,37.76532636,-122.414201572,2022-12,06075017700
288,37.741925365,-122.479981753,2022-01,06075033002
289,37.775245047,-122.443780099,2020-01,06075016500
290,37.713829477,-122.4333191,2024-07,06075026301
291,37.743319111,-122.454820663,2021-10,06075030600
292,37.76532636,-122.414201572,2023-12,06075017700
293,37.769702722,-122.424196066,2024-06,06075020202
294,37.793885306,-122.412851826,2021-01,06075011200
295,37.783973516,-122.416045464,2020-02,06075012403
296,37.713216046,-122.460797255,2022-09,06075031401
297,37.723083603,-122.444004642,2023-05,06075025501
298,37.734520114,-122.434527188,2024-08,06075021800
299,37.78832457,-122.393911345,2023-01,06075061507
300,37.774748587,-122.476286293,2021-07,06075047600
301,37.773914751,-122.427942283,2024-02,06075016802
302,37.773037538,-122.420091947,2024-10,06075020101
303,37.736608806,-122.446830944,2024-02,06075030700
304,37.718722284,-122.389118323,2022-11,06075023400
305,37.776959835,-122.468822836,2022-05,06075045201
306,37.7463379,-122.507163948,2022-08,06075035400
307,37.781145862,-122.409026046,2022-02,06075017604
308,37.78832457,-122.393911345,2022-08,06075061507
309,37.7593145,-122.509003766,2021-04,06075035202
310,37.781440446,-122.441724737,2024-06,06075015702
311,37.786986977,-122.419110401,2022-01,06075012002
312,37.767477873,-122.419834387,2021-05,06075020101
313,37.7220361,-122.401210137,2024-10,06075025800
314,37.78511799,-122.41873546,2022-10,06075012202
315,37.781537434,-122.40951834,2020-09,06075017604
316,37.77659376,-122.440677225,2021-01,06075015802
317,37.761304267,-122.50713378,2022-01,06075035202
318,37.78832457,-122.393911345,2023-01,06075061507
319,37.78832457,-122.393911345,2023-05,06075061507
320,37.773112484,-122.396640077,2022-03,06075060703
321,37.71568992,-122.45479584,2021-06,06075031402
322,37.712756221,-122.456118379,2023-08,06075031401
323,37.789044686,-122.424591099,2020-06,06075015100
324,37.780052504,-122.409773824,2024-03,06075017602
325,37.773914751,-122.427942283,2022-07,06075016802
326,37.777887965,-122.413601564,2020-03,06075017604
327,37.78832457,-122.393911345,2024-06,06075061507
328,37.798759696,-122.440956203,2022-03,06075012801
329,37.776384775,-122.442321335,2021-09,06075015702
330,37.723083603,-122.444004642,2023-11,06075025501
331,37.787504496,-122.414163692,2021-10,06075012302
332,37.774295048,-122.507887207,2020-03,06075047903
333,37.754864681,-122.421386761,2024-12,06075021000
334,37.78832457,-122.393911345,2022-08,06075061507
335,37.78511799,-122.41873546,2022-07,06075012202
336,37.777083316,-122.416979514,2024-11,06075012405
337,37.796311529,-122.413342007,2021-12,06075010800
338,37.782448498,-122.416327441,2021-03,06075012403
339,37.783388956,-122.409832446,2020-07,06075012503
340,37.767690123,-122.424263204,2023-03,06075020202
341,37.731850435,-122.396778517,2024-02,06075023003
342,37.774517399,-122.441943565,2020-05,06075016500
343,37.801504322,-122.423746616,2022-08,06075010201
344,37.785942727,-122.418902557,2022-06,06075012202
345,37.73518449,-122.391493955,2021-03,06075061200
346,37.78832457,-122.393911345,2023-03,06075061507
347,37.781837781,-122.467627463,2021-09,06075040200
348,37.786601952,-122.419812186,2021-07,06075012202
349,37.768132524,-122.436485557,2020-12,06075017000
350,37.764112737,-122.421739994,2021-12,06075020102
351,37.783388956,-122.409832446,2023-04,06075012503
352,37.753975516,-122.400494163,2021-11,06075061401
353,37.79943434,-122.425002999,2021-12,06075012902
354,37.791398819,-122.43946686,2020-03,06075013401
355,37.802314997,-122.443250159,2024-04,06075012700
356,37.771123292,-122.431093525,2020-09,06075016801
357,37.757686099,-122.428078856,2020-04,06075020602
358,37.762586972,-122.478057317,2021-02,06075032601
359,37.785835355,-122.464563714,2020-01,06075040100
360,37.779027964,-122.48687687,2021-03,06075047701
361,37.762352641,-122.389601294,2021-01,06075022600
362,37.774759785,-122.416457295,2024-07,06075017603
363,37.784807417,-122.413615228,2021-01,06075012301
364,37.764373209,-122.41747849,2023-02,06075020102
365,37.74739813,-122.432918355,2020-06,06075021400
366,37.732272456,-122.396286163,2022-09,06075023003
367,37.774321434,-122.439303194,2024-11,06075016400
368,37.772134835,-122.388253013,2024-11,06075060701
369,37.802461767,-122.415491758,2020-10,06075010300
370,37.780774248,-122.455070175,2021-10,06075015600
371,37.784498756,-122.415240041,2022-03,06075012404
372,37.787598162,-122.420926156,2020-11,06075012002
373,37.793461598,-122.416134027,2021-11,06075011200
374,37.72941909,-122.404411916,2020-01,06075025702
375,37.723575891,-122.425825453,2021-11,06075026002
376,37.789478818,-122.414561131,2023-05,06075011901
377,37.741368855,-122.422541992,2022-02,06075025300
378,37.778670115,-122.435215027,2023-01,06075015801
379,37.719281991,-122.430129309,2020-02,06075026003
380,37.767195137,-122.436883107,2024-03,06075017000
381,37.767199127,-122.424452092,2022-11,06075020202
382,37.786151402,-122.417257623,2022-11,06075012203
383,37.785024662,-122.41197189,2021-01,06075012301
384,37.76276905,-122.473917056,2020-01,06075030201
385,37.746070671,-122.458043809,2022-09,06075030600
386,37.765095379,-122.418027619,2022-07,06075020102
387,37.790942138,-122.409016348,2021-01,06075011902
388,37.799450701,-122.40983923,2021-10,06075010702
389,37.776185858,-122.488209078,2022-07,06075047701
390,37.801174807,-122.429500503,2021-01,06075012901
391,37.74970201,-122.420499334,2024-12,06075021000
392,37.793716565,-122.432279479,2022-05,06075013200
393,37.796941735,-122.429558903,2021-12,06075013001
394,37.78832457,-122.393911345,2022-06,06075061507
395,37.78832457,-122.393911345,2023-01,06075061507
396,37.722421323,-122.432278815,2020-07,06075026001
397,37.789478818,-122.414561131,2024-12,06075011901
398,37.761357777,-122.505924513,2023-02,06075035202
399,37.773337656,-122.409148509,2022-04,06075017803
400,37.73534315,-122.426435055,2022-07,06075025403
401,37.781595588,-122.412190669,2023-10,06075012504
402,37.712148452,-122.40428784,2022-08,06075026403
403,37.762728014,-122.474850981,2023-10,06075030201
404,37.780325913,-122.437234297,2022-07,06075015801
405,37.77337681,-122.506280176,2022-12,06075047904
406,37.773818311,-122.496645064,2021-03,06075047802
407,37.719136184,-122.455184003,2023-07,06075031202
408,37.722727037,-122.436194485,2024-01,06075026001
409,37.799975489,-122.4200428,2020-01,06075010901
410,37.727136855,-122.367581025,2023-06,06075980600
411,37.789899886,-122.411265644,2024-11,06075011902
412,37.753316077,-122.476225071,2021-01,06075030302
413,37.757580976,-122.422275311,2024-08,06075020701
414,37.775784448,-122.43202516,2020-03,06075016300
415,37.771920991,-122.404536565,2020-04,06075018000
416,37.727292994,-122.424276474,2024-01,06075026002
417,37.74509568,-122.492963822,2020-01,06075032901
418,37.745260774,-122.421228785,2024-09,06075025300
419,37.779381466,-122.435357598,2024-05,06075015801
420,37.80310132,-122.414343193,2024-11,06075010300
421,37.778670115,-122.435215027,2021-09,06075015801
422,37.783388956,-122.409832446,2023-02,06075012503
423,37.777083316,-122.416979514,2022-08,06075012405
424,37.787918527,-122.404277568,2022-02,06075011700
425,37.794613864,-122.403978966,2022-05,06075061101
426,37.779811917,-122.469491764,2024-10,06075045201
427,37.71568992,-122.45479584,2021-12,06075031402
428,37.777107722,-122.423094,2021-11,06075016200
429,37.798241407,-122.403286579,2022-01,06075010600
430,37.726006953,-122.410041179,2021-05,06075025900
431,37.789478818,-122.414561131,2022-11,06075011901
432,37.798639175,-122.412121096,2021-12,06075010702
433,37.789370354,-122.414539182,2020-07,06075012100
434,37.71596767,-122.48169017,2020-02,06075033203
435,37.717515182,-122.480598519,2021-02,06075033204
436,37.780646414,-122.427178093,2022-10,06075016102
437,37.78832457,-122.393911345,2022-06,06075061507
438,37.721632734,-122.435054962,2021-10,06075026001
439,37.748078315,-122.417037589,2024-10,06075025200
440,37.774530056,-122.433460123,2021-07,06075016400
441,37.754475198,-122.422274285,2022-05,06075021000
442,37.773207425,-122.421535842,2020-10,06075020101
443,37.718026606,-122.45218115,2022-02,06075031202
444,37.717612479,-122.482371216,2022-07,06075033204
445,37.785253571,-122.475368226,2024-06,06075042602
446,37.774621143,-122.415189726,2024-09,06075017603
447,37.764373209,-122.41747849,2020-12,06075020102
448,37.787277155,-122.416825198,2024-11,06075012002
449,37.777083316,-122.416979514,2022-09,06075012405
450,37.743367826,-122.489754349,2022-08,06075032901
451,37.765023819,-122.465379847,2021-08,06075030202
452,37.71568992,-122.45479584,2021-09,06075031402
453,37.733740897,-122.40450558,2022-02,06075023001
454,37.78832457,-122.393911345,2022-08,06075061507
455,37.780052504,-122.409773824,2021-10,06075017602
456,37.711782413,-122.394441763,2024-07,06075061000
457,37.783565477,-122.415051135,2022-12,06075012404
458,37.777083316,-122.416979514,2024-12,06075012405
459,37.771722675,-122.393266192,2022-09,06075060701
460,37.75525804,-122.408352038,2021-11,06075022803
461,37.708816134,-122.418829736,2022-05,06075026404
462,37.762352641,-122.389601294,2020-12,06075022600
463,37.788032196,-122.392000314,2021-07,06075061506
464,37.727636584,-122.461370791,2020-10,06075031000
465,37.793529317,-122.411636767,2020-05,06075011200
466,37.789478818,-122.414561131,2022-11,06075011901
467,37.750033261,-122.415006766,2021-08,06075022901
468,37.767926931,-122.448269735,2024-06,06075017102
469,37.752050457,-122.408181887,2020-02,06075022903
470,37.743468244,-122.48747244,2024-10,06075032901
471,37.777887965,-122.413601564,2021-03,06075017604
472,37.731296227,-122.380133846,2022-08,06075023102
473,37.765858282,-122.419816092,2024-01,06075020102
474,37.769571487,-122.420224195,2024-08,06075020101
475,37.78832457,-122.393911345,2022-06,06075061507
476,37.780130375,-122.40987145,2024-09,06075017604
477,37.761635941,-122.499631123,2023-03,06075035101
478,37.720224315,-122.451224873,2022-03,06075031202
479,37.760626675,-122.432685653,2021-01,06075020601
480,37.719105637,-122.454158088,2022-08,06075031202
481,37.71568992,-122.45479584,2020-02,06075031402
482,37.740351897,-122.421330519,2024-05,06075025401
483,37.771339101,-122.421139606,2020-08,06075020101
484,37.753095117,-122.403879225,2023-06,06075022903
485,37.778463386,-122.43685896,2023-02,06075015802
486,37.781145862,-122.409026046,2020-12,06075017604
487,37.762766513,-122.429612363,2022-08,06075020601
488,37.78605122,-122.418924277,2024-02,06075012202
489,37.765858282,-122.419816092,2023-10,06075020102
490,37.712058796,-122.406110808,2024-08,06075026403
491,37.787504496,-122.414163692,2023-05,06075012302
492,37.762867722,-122.471671782,2024-10,06075030201
493,37.794613864,-122.403978966,2020-01,06075061101
494,37.777790309,-122.412834332,2021-10,06075017604
495,37.795441441,-122.414847199,2022-12,06075010800
496,37.790987195,-122.407329104,2024-11,06075011902
497,37.763247334,-122.452384783,2021-09,06075030102
498,37.762893706,-122.41514583,2021-11,06075022801
499,37.78832457,-122.393911345,2024-01,06075061507
500,37.803961053,-122.43712616,2024-09,06075012601
501,37.787295293,-122.415806128,2021-04,06075012204
502,37.783388956,-122.409832446,2023-03,06075012503
503,37.783388956,-122.409832446,2020-10,06075012503
504,37.78832457,-122.393911345,2023-01,06075061507
505,37.781537434,-122.40951834,2022-04,06075017604
506,37.787027218,-122.394922601,2022-09,06075061503
507,37.78832457,-122.393911345,2022-06,06075061507
508,37.784698897,-122.413593722,2020-01,06075012502
509,37.783777981,-122.409264025,2022-02,06075012503
510,37.777887965,-122.413601564,2021-03,06075017604
511,37.772826129,-122.390539901,2024-12,06075060701
512,37.78832457,-122.393911345,2024-01,06075061507
513,37.790513717,-122.413080089,2022-11,06075011901
514,37.78161364,-122.41205414,2023-06,06075012503
515,37.746819694,-122.44038062,2020-01,06075021600
516,37.78832457,-122.393911345,2024-09,06075061507
517,37.773762783,-122.417960633,2024-09,06075017700
518,37.790095488,-122.416370999,2021-01,06075011102
519,37.729163097,-122.382538001,2022-02,06075023200
520,37.795475652,-122.425889481,2022-02,06075013101
521,37.767530719,-122.428694761,2023-01,06075020300
522,37.788697588,-122.44964705,2024-04,06075013300
523,37.769486785,-122.429522202,2022-02,06075016801
524,37.753523154,-122.4695223,2022-04,06075030301
525,37.772074118,-122.42882343,2023-11,06075016801
526,37.784465748,-122.448329318,2021-10,06075015401
527,37.729353569,-122.412514391,2023-05,06075025701
528,37.716271125,-122.406935228,2024-06,06075026402
529,37.806503908,-122.410335821,2020-06,06075010101
530,37.71568992,-122.45479584,2021-10,06075031402
531,37.77643017,-122.414360138,2020-01,06075017603
532,37.716994918,-122.434203068,2020-09,06075026004
533,37.773037538,-122.420091947,2024-09,06075020101
534,37.779530959,-122.413542707,2024-09,06075017604
535,37.772738909,-122.44833127,2022-02,06075016500
536,37.777083316,-122.416979514,2023-07,06075012405
537,37.719255105,-122.410517341,2023-08,06075025900
538,37.776515956,-122.47856585,2021-11,06075047600
539,37.713041059,-122.441795811,2023-10,06075026301
540,37.743273142,-122.491903376,2020-08,06075032901
541,37.76109715,-122.418263705,2022-06,06075020802
542,37.774759785,-122.416457295,2024-06,06075017603
543,37.78832457,-122.393911345,2024-11,06075061507
544,37.778463386,-122.43685896,2020-11,06075015802
545,37.776839383,-122.493175112,2022-05,06075047801
546,37.790109944,-122.442497055,2024-10,06075013402
547,37.752569794,-122.393134686,2024-10,06075061402
548,37.763654746,-122.393765213,2021-10,06075022702
549,37.783565477,-122.415051135,2021-01,06075012404
550,37.720945032,-122.454032209,2020-01,06075031201
551,37.758619593,-122.420179323,2023-12,06075020801
552,37.785736789,-122.389124364,2021-06,06075061508
553,37.780052504,-122.409773824,2020-11,06075017602
554,37.782994299,-122.449287088,2024-08,06075015401
555,37.78832457,-122.393911345,2022-08,06075061507
556,37.785024662,-122.41197189,2023-10,06075012301
557,37.772694134,-122.42218914,2020-03,06075020101
558,37.77493769,-122.434457137,2024-09,06075016400
